year,month,Origincountry,Destinationcountry,BudgetAmount,FiscalYearPeriod
2007,06,Netherlands,Non-EU Suppression,2282280.0,July 2020
2007,06,Netherlands,Malta,2103948.0,August 2020
2007,06,Netherlands,Luxembourg,2192190.0,September 2020
2007,06,Netherlands,Lithuania,50887.0,October 2020
2007,06,Netherlands,Ireland,1160899.0,November 2020
2007,06,Netherlands,Israel,2097480.0,December 2020
2007,06,Netherlands,Iceland,5896155.0,January 2020
2007,06,Netherlands,Kenya,2128009.0,February 2020
2007,06,Netherlands,Italy,1257379.0,April 2020
2007,06,Netherlands,Hungary,5173106.0,January 2021
2007,06,Netherlands,Greece,1387848.0,May 2021
2007,06,Netherlands,Ghana,5551392.0,June 2021
2007,06,Netherlands,Germany,103784.0,July 2021
2007,06,Netherlands,Sweden,2282280.0,August 2021
2007,06,Netherlands,Slovenia,2103948.0,September 2021
2007,06,Netherlands,Slovakia,2192190.0,October 2021
2007,06,Netherlands,Sint Maarten,50887.0,November 2021
2007,06,Netherlands,Togo,1150934.0,December 2021
2007,06,Netherlands,Tunisia,5896155.0,January 2021
2007,06,Philippines,China,532002.0,February 2021
2007,06,Peru,Duty Free,1324739.0,December 2019
2007,06,Peru,Chile,3695076.0,December 2020
2007,06,Poland,Latvia,103784.0,December 2020
2007,06,Poland,Italy,701316.0,December 2021
2007,06,Poland,Germany,175375.0,December 2022
2007,06,Poland,Hungary,101774.0,December 2023
2007,06,Philippines,India,1160899.0,December 2020
2007,06,Philippines,Indonesia,1684310.0,December 2021
2007,06,Philippines,Malaysia,5896155.0,December 2022
2007,06,Philippines,Morocco,532002.0,December 2023
2007,06,Poland,Czech Republic,1324739.0,January 2020
2007,06,Poland,Algeria,3695076.0,January 2021
2007,06,Poland,Slovakia,103784.0,January 2022
2007,06,Poland,Turkey,701316.0,January 2023
2007,06,Poland,Lithuania,175375.0,May 2020
2007,06,Poland,Morocco,101774.0,June 2020
2007,06,Poland,Netherlands,1150934.0,July 2020
2007,06,Poland (Customs),Czech Republic,1669853.0,August 2020
2007,06,Poland (Customs),Algeria,2514758.0,September 2020
2007,06,Poland (Customs),Hungary,9791951.0,October 2020
2007,06,Poland (Customs),Germany,394594.0,November 2020
2007,06,Poland (Customs),Latvia,127937.0,December 2020
2007,06,Poland (Customs),Italy,1781287.0,January 2020
2007,06,Poland (Customs),Lithuania,1520673.0,February 2020
2007,06,Poland (Customs),Morocco,2277475.0,April 2020
2007,06,Poland (Customs),Netherlands,975337.0,January 2021
2007,06,Poland (Customs),Slovakia,327096.0,May 2021
2007,06,Portugal,Angola,2514758.0,June 2021
2007,06,Poland (Customs),Turkey,9791951.0,July 2021
2007,06,Portugal,Cape Verde,394594.0,August 2021
2007,06,Romania,Hungary,127937.0,September 2021
2007,06,Qatar,Switzerland,1781287.0,October 2021
2007,06,Qatar,United Arab Emirates,1520673.0,November 2021
2007,06,Portugal,Spain,2277475.0,December 2021
2007,06,Qatar,Singapore,975337.0,January 2021
2007,06,Russia,Azerbaijan,327096.0,February 2021
2007,06,Russia,Belarus,1387848.0,December 2019
2007,06,Russia,Lithuania,12378505.0,December 2020
2007,06,Russia,Kazakhstan,2411409.0,December 2020
2007,06,Russia,Germany,1023496.0,December 2021
2007,06,Russia,Mongolia,373850.0,December 2022
2007,06,Russia,Moldova,576807.0,December 2023
2007,06,Russia,Tajikistan,6650028.0,December 2020
2007,06,Serbia,Bosnia & Herzegovina,58397.0,December 2021
2007,06,Russia,Ukraine,1241339.0,December 2022
2007,06,Serbia,Bulgaria,2322382.0,December 2023
2007,06,Serbia,Greece,2444904.0,January 2020
2007,06,Singapore,China,1047077.0,January 2021
2007,06,Singapore,Brunei Darussalam,1387848.0,January 2022
2007,06,Singapore,Fiji,12378505.0,January 2023
2007,06,Singapore,"Korea, South",2411409.0,May 2020
2007,06,Singapore,Indonesia,1023496.0,June 2020
2007,06,Serbia,Montenegro,373850.0,July 2020
2007,06,Serbia,Romania,576807.0,August 2020
2007,06,Serbia,Slovenia,6650028.0,September 2020
2007,06,Singapore,Malaysia,58397.0,October 2020
2007,06,Singapore,Taiwan,1241339.0,November 2020
2007,06,Singapore,Thailand,2322382.0,December 2020
2007,06,Slovakia,Austria,2444904.0,January 2020
2007,06,Slovenia,Bosnia & Herzegovina,1047077.0,February 2020
2007,06,Slovenia,Croatia,16851542.0,April 2020
2007,06,Slovakia,Czech Republic,15434496.0,January 2021
2007,06,Slovenia,Albania,753984.0,May 2021
2007,06,Slovenia,Montenegro,14042952.0,June 2021
2007,06,Slovenia,Serbia,753984.0,July 2021
2007,06,South Africa,Botswana,12862080.0,August 2021
2007,06,South Africa,"Congo, Dem. Rep.",3428669.0,September 2021
2007,06,South Africa,Angola,3140352.0,October 2021
2007,06,South Africa,Mauritius,24652320.0,November 2021
2007,06,South Africa,Lesotho,29582784.0,December 2021
2007,06,South Africa,Madagascar,13481234.0,January 2021
2007,06,South Africa,Swaziland,6459758.0,February 2021
2007,06,South Africa,Namibia,14791392.0,December 2019
2007,06,South Africa,Tanzania,1254792.0,December 2020
2007,06,South Africa,Zambia,0.0,December 2020
2007,06,South Africa,Zimbabwe,1254792.0,December 2021
2007,06,South Korea,Australia,9860928.0,December 2022
2007,06,South Korea,China,24652320.0,December 2023
2007,06,South Korea,India,0.0,December 2020
2007,06,South Korea,Japan,1254792.0,December 2021
2007,06,South Korea,Indonesia,14791392.0,December 2022
2007,06,South Korea,Morocco,1254792.0,December 2023
2007,06,South Korea,Malaysia,2340600.0,January 2020
2007,06,South Korea,Philippines,10396400.0,January 2021
2007,06,South Korea,Singapore,2273370.0,January 2022
2007,06,South Korea,Sri Lanka,10097780.0,January 2023
2007,06,South Korea,Thailand,8911200.0,May 2020
2007,06,South Korea,Vietnam,8655240.0,June 2020
2007,06,Spain,Algeria,7770470.0,July 2020
2007,06,Spain,Belgium,1203048.0,August 2020
2007,06,Spain,China,7686374.0,September 2020
2007,06,Spain,Bulgaria,1190028.0,October 2020
2007,06,Spain,Brazil,799667.0,November 2020
2007,06,Spain,Colombia,470131.0,December 2020
2007,06,Spain,Cyprus,65482656.0,January 2020
2007,06,Spain,Czech Republic,23930520.0,February 2020
2007,06,Spain,Egypt,15598360.0,April 2020
2007,06,Spain,Denmark,6403320.0,January 2021
2007,06,Spain,France,4311014.0,May 2021
2007,06,Spain,Greece,799667.0,June 2021
2007,06,Spain,Hungary,470131.0,July 2021
2007,06,Spain,Ireland,64368058.0,August 2021
2007,06,Spain,Italy,23523192.0,September 2021
2007,06,Spain,Kenya,15332856.0,October 2021
2007,06,Spain,Libya,6403320.0,November 2021
2007,06,Spain,Malta,4311014.0,December 2021
2007,06,Spain,Melilla,6692800.0,January 2021
2007,06,Spain,Mauritania,6578880.0,February 2021
2007,06,Spain,Morocco,13385600.0,December 2019
2007,06,Spain,Netherlands,13157760.0,December 2020
2007,06,Spain,Portugal,1222452.0,December 2020
2007,06,Spain,Paraguay,962438.0,December 2021
2007,06,Spain,Russia,0.0,December 2022
2007,06,Spain,Romania,1222452.0,December 2023
2007,06,Spain,Sudan,962438.0,December 2020
2007,06,Spain,Slovakia,0.0,December 2021
2007,06,Spain,Switzerland,1238215.0,December 2022
2007,06,Spain,Sweden,1217139.0,December 2023
2007,06,Spain,Taiwan,633600.0,January 2020
2007,06,Spain (Customs),Algeria,617760.0,January 2021
2007,06,Spain,United States,229360.0,January 2022
2007,06,Spain,Thailand,101182.0,January 2023
2007,06,Spain,Turkey,100580.0,May 2020
2007,06,Spain (Customs),Belgium,10152000.0,June 2020
2007,06,Spain (Customs),Bulgaria,1639548.0,July 2020
2007,06,Spain (Customs),Brazil,126562.0,August 2020
2007,06,Spain (Customs),China,744480.0,September 2020
2007,06,Spain (Customs),Colombia,124832.0,October 2020
2007,06,Spain (Customs),Egypt,119286.0,November 2020
2007,06,Spain (Customs),Denmark,214320.0,December 2020
2007,06,Spain (Customs),Czech Republic,408900.0,January 2020
2007,06,Spain (Customs),France,167132.0,February 2020
2007,06,Spain (Customs),Greece,285948.0,April 2020
2007,06,Spain (Customs),Italy,240264.0,January 2021
2007,06,Spain (Customs),Hungary,229360.0,May 2021
2007,06,Spain (Customs),Ireland,112424.0,June 2021
2007,06,Spain (Customs),Morocco,120696.0,July 2021
2007,06,Spain (Customs),Mauritania,10152000.0,August 2021
2007,06,Spain (Customs),Malta,1639548.0,September 2021
2007,06,Spain (Customs),Kenya,126562.0,October 2021
2007,06,Spain (Customs),Libya,744480.0,November 2021
2007,06,Spain (Customs),Netherlands,124832.0,December 2021
2007,06,Spain (Customs),Paraguay,119286.0,January 2021
2007,06,Spain (Customs),Portugal,214320.0,February 2021
2007,06,Spain (Customs),Romania,408900.0,December 2019
2007,06,Spain (Customs),Sudan,167132.0,December 2020
2007,06,Spain (Customs),Slovakia,285948.0,December 2020
2007,06,Spain (Customs),Russia,240264.0,December 2021
2007,06,Spain (Customs),Sweden,2890500.0,December 2022
2007,06,Spain (Customs),Switzerland,3075000.0,December 2023
2007,06,Sweden,Denmark,2428501.0,December 2020
2007,06,Sweden,Canada,3079900.0,December 2021
2007,06,Spain (Customs),United States,1762576.0,December 2022
2007,06,Spain (Customs),Taiwan,1860450.0,December 2023
2007,06,Spain (Customs),Thailand,1762576.0,January 2020
2007,06,Spain (Customs),Turkey,1860450.0,January 2021
2007,06,Sweden,United States,313710.0,January 2022
2007,06,Switzerland,Austria,418280.0,January 2023
2007,06,Sweden,Norway,201574.0,May 2020
2007,06,Sweden,Finland,3115.0,June 2020
2007,06,Switzerland,France,871373.0,July 2020
2007,06,Switzerland,Germany,1312773.0,August 2020
2007,06,Taiwan,China,23560.0,September 2020
2007,06,Taiwan,Ireland,141420.0,October 2020
2007,06,Taiwan,Israel,175584.0,November 2020
2007,06,Taiwan,Japan,392653.0,December 2020
2007,06,Taiwan,Malaysia,69242.0,January 2020
2007,06,Taiwan,Singapore,95887.0,February 2020
2007,06,Taiwan,Philippines,201574.0,April 2020
2007,06,Taiwan,"Other Countries, NES",124595.0,January 2021
2007,06,Taiwan,Thailand,871373.0,May 2021
2007,06,Taiwan,United States,1312773.0,June 2021
2007,06,Thailand,Argentina,23560.0,July 2021
2007,06,Taiwan,Vietnam,141420.0,August 2021
2007,06,Thailand,Cambodia,175584.0,September 2021
2007,06,Thailand,Australia,392653.0,October 2021
2007,06,Thailand,Japan,69242.0,November 2021
2007,06,Thailand,Hong Kong,95887.0,December 2021
2007,06,Thailand,Laos,3003125.0,January 2021
2007,06,Thailand,Vietnam,2750592.0,February 2021
2007,06,Thailand,Singapore,1007078.0,December 2019
2007,06,Turkey,Algeria,334972.0,December 2020
2007,06,Turkey,Georgia,1007078.0,December 2020
2007,06,Turkey,Turk. Rep. of N. Cyprus,386506.0,December 2021
2007,06,Turkey,Greece,3756218.0,December 2022
2007,06,United Kingdom HMRC,Belgium,2266591.0,December 2023
2007,06,United Kingdom HMRC,Germany,3756218.0,December 2020
2007,06,United Kingdom HMRC,France,2457749.0,December 2021
2007,06,United Kingdom HMRC,Estonia,1875000.0,December 2022
2007,06,United Kingdom HMRC,Finland,0.0,December 2023
2007,06,United Kingdom HMRC,Cyprus,1850000.0,January 2020
2007,06,United Kingdom HMRC,Equatorial Guinea,1875000.0,January 2021
2007,06,United Kingdom HMRC,Hungary,370000.0,January 2022
2007,06,United Kingdom HMRC,Ireland,1850000.0,January 2023
2007,06,United Kingdom HMRC,Israel,11398500.0,May 2020
2007,06,United Kingdom HMRC,Sweden,10440000.0,June 2020
2007,06,United Kingdom HMRC,Spain,10440000.0,July 2020
2007,06,United Kingdom HMRC,Poland,10575720.0,August 2020
2007,06,United Kingdom HMRC,Italy,12436200.0,September 2020
2007,06,United Kingdom HMRC,Netherlands,13230000.0,October 2020
2007,06,United States,Bahamas,3658950.0,November 2020
2007,06,United States,Canada,1968360.0,December 2020
2007,06,United States,Germany,7976840.0,January 2020
2007,06,United States,"Korea, South",6692800.0,February 2020
2007,06,United States,Israel,576408.0,April 2020
2007,06,United States,Singapore,2661140.0,January 2021
2007,06,United States,Saudi Arabia,3892500.0,May 2021
2007,06,United States,Mexico,2094000.0,June 2021
2007,06,United States (CIF),Bahamas,8486000.0,July 2021
2007,06,United States,Venezuela,7120000.0,August 2021
2007,06,United States (CIF),Canada,613200.0,September 2021
2007,06,United States (CIF),Israel,2831000.0,October 2021
2007,06,United States (CIF),Germany,7905024.0,November 2021
2007,06,United States (CIF),Saudi Arabia,2447760.0,December 2021
2007,06,United States (CIF),Singapore,8409600.0,January 2021
2007,06,United States (CIF),"Korea, South",2604000.0,February 2021
2007,06,United States (CIF),Mexico,135600.0,December 2019
2007,06,United States (CIF),Venezuela,251200.0,December 2020
2007,06,United States (Consumption/Domestic),Bahamas,13789440.0,December 2020
2007,06,United States (Consumption/Domestic),Canada,1098000.0,December 2021
2007,06,United States (Consumption/Domestic),Germany,165420.0,December 2022
2007,06,United States (Consumption/Domestic),Israel,285000.0,December 2023
2007,06,United States (Consumption/Domestic),"Korea, South",334800.0,December 2020
2007,06,United States (Consumption/Domestic),Saudi Arabia,0.0,December 2021
2007,06,United States (Consumption/Domestic),Mexico,69800.0,December 2022
2007,06,United States (Consumption/Domestic),Singapore,13300.0,December 2023
2007,06,United States (Consumption/Domestic),Venezuela,162000.0,January 2020
2007,06,United States (HS 8),Bahamas,66900.0,January 2021
2007,06,United States (HS 8),Canada,135600.0,January 2022
2007,06,United States (HS 8),Israel,251200.0,January 2023
2007,06,United States (HS 8),Germany,13789440.0,May 2020
2007,06,United States (HS 8),"Korea, South",1098000.0,June 2020
2007,06,United States (HS 8),Mexico,165420.0,July 2020
2007,06,United States (HS 8),Saudi Arabia,285000.0,August 2020
2007,06,United States (HS 8),Singapore,334800.0,September 2020
2007,06,United States (HS 8),Venezuela,48800.0,October 2020
2007,06,Uruguay,Punta Pereira (Uruguay),69800.0,November 2020
2007,06,Uruguay,Rio Negro (Uruguay),13300.0,December 2020
2007,06,Vietnam (BOL),Laos,162000.0,January 2020
2007,06,Uruguay,Rio Negro (Uruguay),66900.0,February 2020
2007,06,Vietnam (BOL),Taiwan,251200.0,April 2020
2007,06,Uruguay,Punta Pereira (Uruguay),101850.0,January 2021
2007,06,United States (HS 8),Philippines,10342080.0,May 2021
2007,06,United States (HS 8),Taiwan,2196000.0,June 2021
2007,06,United States (HS 8),Mexico,177000.0,July 2021
2007,06,United States (HS 8),Netherlands,251200.0,August 2021
2007,06,United States (HS 8),"Korea, South",104760.0,September 2021
2007,06,United States (HS 8),Japan,10342080.0,October 2021
2007,06,United States (HS 8),Germany,2196000.0,November 2021
2007,06,United States (HS 8),France,177000.0,December 2021
2007,06,United States (HS 8),Israel,192600.0,January 2021
2007,06,United States (HS 8),Iceland,478400.0,February 2021
2007,06,United States (HS 8),Canada,18360000.0,December 2019
2007,06,United States (HS 8),Bahamas,4617000.0,December 2020
2007,06,United States (Consumption/Domestic),Taiwan,1432080.0,December 2020
2007,06,United States (Consumption/Domestic),Mexico,2640000.0,December 2021
2007,06,United States (Consumption/Domestic),Netherlands,134640.0,December 2022
2007,06,United States (Consumption/Domestic),Philippines,3523500.0,December 2023
2007,06,United States (Consumption/Domestic),"Korea, South",829920.0,December 2020
2007,06,United States (Consumption/Domestic),Japan,398400.0,December 2021
2007,06,United States (Consumption/Domestic),Israel,279400.0,December 2022
2007,06,United States (Consumption/Domestic),Germany,1683000.0,December 2023
2007,06,United States (Consumption/Domestic),Iceland,1399320.0,January 2020
2007,06,United States (Consumption/Domestic),France,63900.0,January 2021
2007,06,United States (Consumption/Domestic),Canada,192600.0,January 2022
2007,06,United States (Consumption/Domestic),Bahamas,478400.0,January 2023
2007,06,United States (CIF),Taiwan,18360000.0,May 2020
2007,06,United States (CIF),Mexico,4617000.0,June 2020
2007,06,United States (CIF),"Korea, South",1432080.0,July 2020
2007,06,United States (CIF),Netherlands,2640000.0,August 2020
2007,06,United States (CIF),Philippines,134640.0,September 2020
2007,06,United States (CIF),France,3523500.0,October 2020
2007,06,United States (CIF),Germany,957600.0,November 2020
2007,06,United States (CIF),Israel,398400.0,December 2020
2007,06,United States (CIF),Iceland,279400.0,January 2020
2007,06,United States (CIF),Japan,1683000.0,February 2020
2007,06,United States (CIF),Canada,1399320.0,April 2020
2007,06,United States (CIF),Bahamas,63900.0,January 2021
2007,06,United States,Mexico,0.0,May 2021
2007,06,United States,Netherlands,125600.0,June 2021
2007,06,United States,Philippines,1140000.0,July 2021
2007,06,United States,Taiwan,418500.0,August 2021
2007,06,United States,Israel,33900.0,September 2021
2007,06,United States,"Korea, South",125600.0,October 2021
2007,06,United States,Japan,1140000.0,November 2021
2007,06,United States,Germany,418500.0,December 2021
2007,06,United States,France,24131520.0,January 2021
2007,06,United States,Iceland,49720.0,February 2021
2007,06,United States,Canada,1098000.0,December 2019
2007,06,United States,Bahamas,165420.0,December 2020
2007,06,United Kingdom HMRC,Malta,855000.0,December 2020
2007,06,United Kingdom HMRC,Malaysia,142560.0,December 2021
2007,06,United Kingdom HMRC,Italy,29040.0,December 2022
2007,06,United Kingdom HMRC,Poland,24131520.0,December 2023
2007,06,United Kingdom HMRC,Sweden,67800.0,December 2020
2007,06,United Kingdom HMRC,Israel,1098000.0,December 2021
2007,06,United Kingdom HMRC,Ireland,165420.0,December 2022
2007,06,United Kingdom HMRC,France,855000.0,December 2023
2007,06,United Kingdom HMRC,Germany,142560.0,January 2020
2007,06,United Kingdom HMRC,Belgium,29040.0,January 2021
2007,06,Ukraine,Moldova,0.0,January 2022
2007,06,Ukraine,Belarus,0.0,January 2023
2007,06,Ukraine,Georgia,165420.0,May 2020
2007,06,Turkey,Greece,106400.0,June 2020
2007,06,Turkey,Algeria,324000.0,July 2020
2007,06,Thailand (HS 10),Philippines,1031040.0,August 2020
2007,06,Thailand,Philippines,67800.0,September 2020
2007,06,Thailand (HS 10),Australia,125600.0,October 2020
2007,06,Thailand (HS 10),Bangladesh,165420.0,November 2020
2007,06,Thailand (HS 10),Cambodia,106400.0,December 2020
2007,06,Thailand (HS 10),Hong Kong,324000.0,January 2020
2007,06,Thailand (HS 10),Japan,1031040.0,February 2020
2007,06,Thailand (HS 10),Laos,0.0,April 2020
2007,06,Thailand (HS 10),Malaysia,188400.0,January 2021
2007,06,Thailand,Laos,6894720.0,May 2021
2007,06,Thailand,Malaysia,1098000.0,June 2021
2007,06,Thailand,Hong Kong,165420.0,July 2021
2007,06,Thailand,Japan,69800.0,August 2021
2007,06,Thailand,Australia,53200.0,September 2021
2007,06,Thailand,Bangladesh,644400.0,October 2021
2007,06,Thailand,Cambodia,67800.0,November 2021
2007,06,Taiwan,Vietnam,251200.0,December 2021
2007,06,Taiwan,United States,6894720.0,January 2021
2007,06,Taiwan,Thailand,1098000.0,February 2021
2007,06,Taiwan,Philippines,165420.0,December 2019
2007,06,Taiwan,Singapore,69800.0,December 2020
2007,06,Taiwan,Malaysia,53200.0,December 2020
2007,06,Taiwan,Japan,644400.0,December 2021
2007,06,Taiwan,Israel,0.0,December 2022
2007,06,Taiwan,Ireland,1044000.0,December 2023
2007,06,Taiwan,China,599000.0,December 2020
2007,06,Switzerland,United States,1044000.0,December 2021
2007,06,Taiwan,Bangladesh,3039600.0,December 2022
2007,06,Switzerland,Germany,2784000.0,December 2023
2007,06,Sweden,Finland,64811.0,January 2020
2007,06,Sweden,Norway,136445.0,January 2021
2007,06,Switzerland,France,20661.0,January 2022
2007,06,Sweden,United States,675108.0,January 2023
2007,06,Spain (Customs),United Kingdom,103212.0,May 2020
2007,06,Spain (Customs),Tunisia,87420.0,June 2020
2007,06,Spain (Customs),Thailand,118064.0,July 2020
2007,06,Sweden,Denmark,675108.0,August 2020
2007,06,Spain (Customs),Switzerland,103212.0,September 2020
2007,06,Spain (Customs),Sweden,87420.0,October 2020
2007,06,Spain (Customs),Russia,0.0,November 2020
2007,06,Spain (Customs),Saudi Arabia,1080173.0,December 2020
2007,06,Spain (Customs),Portugal,27298.0,January 2020
2007,06,Spain (Customs),Peru,76140.0,February 2020
2007,06,Spain (Customs),Panama,302868.0,April 2020
2007,06,Spain (Customs),Netherlands,31866.0,January 2021
2007,06,Spain (Customs),Lebanon,1080173.0,May 2021
2007,06,Spain (Customs),Malta,27298.0,June 2021
2007,06,Spain (Customs),Morocco,76140.0,July 2021
2007,06,Spain (Customs),Hungary,302868.0,August 2021
2007,06,Spain (Customs),Italy,2295367.0,September 2021
2007,06,Spain (Customs),Greece,516060.0,October 2021
2007,06,Spain (Customs),France,104904.0,November 2021
2007,06,Spain (Customs),Czech Republic,302868.0,December 2021
2007,06,Spain (Customs),Colombia,118064.0,January 2021
2007,06,Spain (Customs),China,22964.0,February 2021
2007,06,Spain (Customs),Chile,2295367.0,December 2019
2007,06,Spain (Customs),Brazil,516060.0,December 2020
2007,06,Spain (Customs),Bulgaria,104904.0,December 2020
2007,06,Spain (Customs),Belgium,302868.0,December 2021
2007,06,Spain,United Kingdom,118064.0,December 2022
2007,06,Spain,Thailand,65612.0,December 2023
2007,06,Spain,Tunisia,3992688.0,December 2020
2007,06,Spain (Customs),Algeria,67663.0,December 2021
2007,06,Spain (Customs),Andorra,77841.0,December 2022
2007,06,Spain (Customs),Argentina,220772.0,December 2023
2007,06,Spain,Switzerland,1083730.0,January 2020
2007,06,Spain,Sweden,115335.0,January 2021
2007,06,Spain,Saudi Arabia,3992688.0,January 2022
2007,06,Spain,Romania,67663.0,January 2023
2007,06,Spain,Russia,81084.0,May 2020
2007,06,Spain,Panama,220772.0,June 2020
2007,06,Spain,Peru,1083730.0,July 2020
2007,06,Spain,Portugal,115335.0,August 2020
2007,06,Spain,Poland,6751080.0,September 2020
2007,06,Spain,Netherlands,1032120.0,October 2020
2007,06,Spain,Morocco,310990.0,November 2020
2007,06,Spain,Malta,535800.0,December 2020
2007,06,Spain,Lebanon,393390.0,January 2020
2007,06,Spain,Latvia,366976.0,February 2020
2007,06,Spain,Italy,152280.0,April 2020
2007,06,Spain,Ireland,150926.0,January 2021
2007,06,Spain,Hungary,6751080.0,May 2021
2007,06,Spain,Greece,1032120.0,June 2021
2007,06,Spain,France,310990.0,July 2021
2007,06,Spain,Czech Republic,535800.0,August 2021
2007,06,Spain,Colombia,393390.0,September 2021
2007,06,Spain,Brazil,366976.0,October 2021
2007,06,Spain,Bulgaria,152280.0,November 2021
2007,06,Spain,China,251544.0,December 2021
2007,06,Spain,Chile,199000.0,January 2021
2007,06,Spain,Belgium,258000.0,February 2021
2007,06,Spain,Argentina,453000.0,December 2019
2007,06,Spain,Andorra,195816.0,December 2020
2007,06,Spain,Algeria,253872.0,December 2020
2007,06,South Korea,Vietnam,445752.0,December 2021
2007,06,South Korea,Thailand,497678.0,December 2022
2007,06,South Korea,United Arab Emirates,292248.0,December 2023
2007,06,South Korea,Taiwan,2407061.0,December 2020
2007,06,South Korea,Singapore,104147.0,December 2021
2007,06,South Korea,Philippines,16797.0,December 2022
2007,06,South Korea,Malaysia,257808.0,December 2023
2007,06,South Korea,Pakistan,397536.0,January 2020
2007,06,South Korea,Indonesia,190404.0,January 2021
2007,06,South Korea,Japan,90489.0,January 2022
2007,06,South Korea,Israel,125165.0,January 2023
2007,06,South Korea,India,448114.0,May 2020
2007,06,South Korea,China,1331549.0,June 2020
2007,06,South Korea,Hong Kong,182040.0,July 2020
2007,06,South Korea,Chile,505770.0,August 2020
2007,06,South Africa,Zimbabwe,297000.0,September 2020
2007,06,South Africa,Zambia,2446200.0,October 2020
2007,06,South Africa,Tanzania,105840.0,November 2020
2007,06,South Africa,Namibia,17070.0,December 2020
2007,06,South Africa,Swaziland,262000.0,January 2020
2007,06,South Africa,Lesotho,404000.0,February 2020
2007,06,South Africa,Malawi,193500.0,April 2020
2007,06,South Africa,Angola,91960.0,January 2021
2007,06,South Africa,Benin,127200.0,May 2021
2007,06,South Africa,Botswana,455400.0,June 2021
2007,06,South Africa,"Congo, Dem. Rep.",1353200.0,July 2021
2007,06,Slovenia,Serbia,185000.0,August 2021
2007,06,Slovenia,Macedonia,104147.0,September 2021
2007,06,Slovenia,Italy,0.0,October 2021
2007,06,Slovakia,Hungary,79704.0,November 2021
2007,06,Slovenia,Croatia,104147.0,December 2021
2007,06,Slovenia,Bosnia & Herzegovina,66715.0,January 2021
2007,06,Slovenia,Austria,79704.0,February 2021
2007,06,Slovakia,Austria,215752.0,December 2019
2007,06,Singapore,Taiwan,463712.0,December 2020
2007,06,Singapore,Malaysia,275352.0,December 2020
2007,06,Singapore,Myanmar,635712.0,December 2021
2007,06,Serbia,Slovenia,288920.0,December 2022
2007,06,Serbia,Romania,189420.0,December 2023
2007,06,Serbia,Montenegro,194927.0,December 2020
2007,06,Serbia,Hungary,288920.0,December 2021
2007,06,Singapore,"Korea, South",189420.0,December 2022
2007,06,Serbia,Greece,102878.0,December 2023
2007,06,Serbia,Bulgaria,2106443.0,January 2020
2007,06,Russia,Ukraine,1929312.0,January 2021
2007,06,Russia,Uzbekistan,131947.0,January 2022
2007,06,Serbia,Bosnia & Herzegovina,3104640.0,January 2023
2007,06,Russia,Mongolia,34686091.0,May 2020
2007,06,Russia,Germany,168815.0,June 2020
2007,06,Russia,Kazakhstan,131947.0,July 2020
2007,06,Russia,Belarus,3104640.0,August 2020
2007,06,Russia,Azerbaijan,31769338.0,September 2020
2007,06,Russia,Armenia,168815.0,October 2020
2007,06,Romania,Moldova,4212886.0,November 2020
2007,06,Romania,Hungary,3858624.0,December 2020
2007,06,Portugal,Cape Verde,131947.0,January 2020
2007,06,Portugal,Spain,3104640.0,February 2020
2007,06,Poland (Customs),Slovakia,27664615.0,April 2020
2007,06,Poland (Customs),Romania,168815.0,January 2021
2007,06,Poland (Customs),Netherlands,131947.0,May 2021
2007,06,Poland (Customs),Lithuania,3104640.0,June 2021
2007,06,Poland (Customs),Malaysia,34686091.0,July 2021
2007,06,Poland (Customs),Italy,168815.0,August 2021
2007,06,Poland (Customs),Israel,7228500.0,September 2021
2007,06,Poland (Customs),Germany,7299600.0,October 2021
2007,06,Poland (Customs),Estonia,2039232.0,November 2021
2007,06,Poland (Customs),Hungary,1529424.0,December 2021
2007,06,Poland (Customs),Algeria,2039232.0,January 2021
2007,06,Poland (Customs),Austria,7647120.0,February 2021
2007,06,Poland (Customs),Bulgaria,209140.0,December 2019
2007,06,Poland (Customs),Czech Republic,1123475.0,December 2020
2007,06,Poland,Netherlands,278853.0,December 2020
2007,06,Poland,Lithuania,1123475.0,December 2021
2007,06,Poland,Malaysia,8204854.0,December 2022
2007,06,Poland,Romania,9128824.0,December 2023
2007,06,Poland,Slovakia,3281941.0,December 2020
2007,06,Poland,Austria,8204854.0,December 2021
2007,06,Philippines,United States,4001400.0,December 2022
2007,06,Poland,Algeria,4001400.0,December 2023
2007,06,Poland,Czech Republic,1576848.0,January 2020
2007,06,Poland,Bulgaria,1576848.0,January 2021
2007,06,Philippines,India,110004.0,January 2022
2007,06,Poland,Hungary,138952.0,January 2023
2007,06,Poland,Germany,0.0,May 2020
2007,06,Poland,Estonia,215384.0,June 2020
2007,06,Poland,Italy,700097.0,July 2020
2007,06,Poland,Israel,138952.0,August 2020
2007,06,Peru,Chile,215384.0,September 2020
2007,06,Netherlands,Trinidad & Tobago,700097.0,October 2020
2007,06,Netherlands,Togo,0.0,November 2020
2007,06,Netherlands,Slovakia,5688509.0,December 2020
2007,06,Netherlands,Slovenia,2786160.0,January 2020
2007,06,Netherlands,Spain,655637.0,February 2020
2007,06,Netherlands,Sweden,5688509.0,April 2020
2007,06,Netherlands,Germany,2786160.0,January 2021
2007,06,Netherlands,Greece,800043.0,May 2021
2007,06,Netherlands,Hungary,1395451.0,June 2021
2007,06,Netherlands,Guyana,1952031.0,July 2021
2007,06,Netherlands,Italy,800043.0,August 2021
