year,month,Origincountry,Destinationcountry,BudgetAmount,FiscalYearPeriod
,,,,2137.68,
,,,,2613.0,
,,,,3662.0,
,,,,1425.12,
,,,,5847.0,
,,,,2181.12,
,,,,2665.8,
,,,,3736.0,
,,,,1454.16,
,,,,5847.0,
,,,,8580.0,
,,,,23550.0,
,,,,9616.5,
,,,,2134.0,
,,,,1940.0,
,,,,1682.4,
,,,,3104.0,
,,,,8580.0,
,,,,23550.0,
,,,,9616.5,
,,,,2156.0,
,,,,1960.0,
,,,,1699.4,
,,,,3136.0,
,,,,2613.0,
,,,,14252.4,
,,,,8788.8,
,,,,3265.8,
,,,,1455.0,
,,,,1280.4,
,,,,2665.8,
,,,,14540.4,
,,,,8966.4,
,,,,3332.4,
,,,,1485.0,
,,,,1306.8,
,,,,3999.0,
,,,,8821.8,
,,,,28776.0,
,,,,4039.0,
,,,,8821.8,
,,,,28776.0,
,,,,11154.0,
,,,,6048.0,
,,,,12277.2,
,,,,11264.0,
,,,,8650.2,
,,,,23550.0,
,,,,2137.68,
,,,,3364.8,
,,,,4275.36,
,,,,14151.8,
,,,,11154.0,
,,,,6048.0,
,,,,12277.2,
,,,,11264.0,
,,,,8650.2,
,,,,23550.0,
,,,,2159.28,
,,,,3398.8,
,,,,4318.56,
,,,,14294.8,
,,,,8907.6,
,,,,1470.0,
,,,,2156.0,
,,,,11608.0,
,,,,8907.6,
,,,,1500.0,
,,,,2200.0,
,,,,11608.0,
,,,,6424.0,
,,,,712.56,
,,,,1088.6,
,,,,6424.0,
,,,,727.08,
,,,,1110.8,
,,,,8821.8,
,,,,1470.0,
,,,,2156.0,
,,,,11488.0,
,,,,8907.6,
,,,,1470.0,
,,,,2156.0,
,,,,11608.0,
,,,,225088.0,
,,,,130233.6,
,,,,52920.0,
,,,,232000.0,
,,,,134208.0,
,,,,54532.8,
,,,,3524.4,
,,,,7048.8,
,,,,71950.0,
,,,,0.0,
,,,,2819.52,
,,,,2037.0,
,,,,3841.2,
,,,,2613.0,
,,,,8709.8,
,,,,3662.0,
,,,,2079.0,
,,,,3920.4,
,,,,2665.8,
,,,,8885.8,
,,,,3736.0,
,,,,2819.52,
,,,,3524.4,
,,,,0.99,
,,,,8821.8,
,,,,1500.0,
,,,,2200.0,
,,,,11488.0,
,,,,8821.8,
,,,,1470.0,
,,,,2156.0,
,,,,11488.0,
,,,,8907.6,
,,,,1500.0,
,,,,2200.0,
,,,,11608.0,
,,,,8907.6,
,,,,3060.0,
,,,,4488.0,
,,,,11608.0,
,,,,8580.0,
,,,,23550.0,
,,,,9616.5,
,,,,2200.0,
,,,,2000.0,
,,,,1682.4,
,,,,3104.0,
,,,,8580.0,
,,,,23550.0,
,,,,9616.5,
,,,,2134.0,
,,,,1940.0,
,,,,1682.4,
,,,,3104.0,
,,,,31992.0,
,,,,5278.8,
,,,,6468.0,
,,,,2940.0,
,,,,1439.52,
,,,,18693.2,
,,,,4318.56,
,,,,5098.2,
,,,,31992.0,
,,,,5278.8,
,,,,13197.0,
,,,,5998.8,
,,,,1439.52,
,,,,18693.2,
,,,,4318.56,
,,,,5098.2,
,,,,256972.8,
,,,,44172.8,
,,,,262003.2,
,,,,45036.8,
,,,,94089.6,
,,,,125536.8,
,,,,114878.4,
,,,,580.0,
,,,,117117.0,
,,,,580.0,
,,,,214632.0,
,,,,218808.0,
,,,,159307.2,
,,,,180.0,
,,,,162415.2,
,,,,180.0,
,,,,41151.0,
,,,,67500.0,
,,,,134928.0,
,,,,174333.6,
,,,,353614.8,
,,,,180.0,
,,,,41976.0,
,,,,68796.0,
,,,,137592.0,
,,,,177678.9,
,,,,360505.2,
,,,,180.0,
,,,,64243.2,
,,,,29666.4,
,,,,130.0,
,,,,23848.0,
,,,,65500.8,
,,,,30244.5,
,,,,130.0,
,,,,24312.0,
,,,,2665.8,
,,,,3736.0,
,,,,1090.56,
,,,,2178.0,
,,,,20425.5,
,,,,12045.0,
,,,,2665.8,
,,,,3736.0,
,,,,1090.56,
,,,,4443.0,
,,,,20425.5,
,,,,12045.0,
,,,,87637.5,
,,,,97375.0,
,,,,78367.5,
,,,,87637.5,
,,,,42516.0,
,,,,67060.0,
,,,,40202.32,
,,,,8911.2,
,,,,24342.0,
,,,,42516.0,
,,,,67060.0,
,,,,79311.0,
,,,,8911.2,
,,,,24342.0,
,,,,33788.31,
,,,,2934.05,
,,,,3342.6,
,,,,3342.6,
,,,,5551.52,
,,,,20487.6,
,,,,67413.6,
,,,,95173.2,
,,,,22580.4,
,,,,6884.0,
,,,,27046.32,
,,,,25008.0,
,,,,147625.0,
,,,,35436.0,
,,,,2460.0,
,,,,35345.28,
,,,,55776.0,
,,,,67060.0,
,,,,3342.6,
,,,,3342.6,
,,,,8911.2,
,,,,20487.6,
,,,,67413.6,
,,,,95173.2,
,,,,22580.4,
,,,,6884.0,
,,,,27046.32,
,,,,25008.0,
,,,,147625.0,
,,,,35436.0,
,,,,2460.0,
,,,,35345.28,
,,,,55776.0,
,,,,67060.0,
,,,,2773.2,
,,,,42516.0,
,,,,67060.0,
,,,,40202.32,
,,,,2772.0,
,,,,24342.0,
,,,,33788.31,
,,,,42516.0,
,,,,67060.0,
,,,,40202.32,
,,,,8911.2,
,,,,24342.0,
,,,,33788.31,
,,,,42516.0,
,,,,67060.0,
,,,,26961.82,
,,,,2772.0,
,,,,24342.0,
,,,,33788.31,
,,,,2773.2,
,,,,42516.0,
,,,,67060.0,
,,,,40202.32,
,,,,2772.0,
,,,,24342.0,
,,,,33788.31,
,,,,2773.2,
,,,,10282.5,
,,,,42516.0,
,,,,67060.0,
,,,,26961.82,
,,,,2772.0,
,,,,24342.0,
,,,,26677.44,
,,,,2773.2,
,,,,10282.5,
,,,,42516.0,
,,,,67060.0,
,,,,26961.82,
,,,,2772.0,
,,,,24342.0,
,,,,33788.31,
,,,,2773.2,
,,,,10282.5,
,,,,4295.33,
,,,,40998.0,
,,,,41412.0,
,,,,157027.4,
,,,,158609.8,
,,,,89827.2,
,,,,90734.4,
,,,,94400.0,
,,,,230000.0,
,,,,104000.0,
,,,,254000.0,
,,,,78945.62,
,,,,157027.4,
,,,,74663.16,
,,,,4.85,
,,,,15.0,
,,,,213097.95,
,,,,128790.0,
,,,,3.0,
,,,,50.0,
,,,,14224.0,
,,,,5348.0,
,,,,214071.0,
,,,,128790.0,
,,,,3.0,
,,,,50.0,
,,,,14224.0,
,,,,5348.0,
,,,,35418.0,
,,,,89187.0,
,,,,35418.0,
,,,,92064.0,
,,,,44783.2,
,,,,127200.0,
,,,,175090.8,
,,,,64.0,
,,,,109000.0,
,,,,44.0,
,,,,40070.4,
,,,,83629.0,
,,,,117720.0,
,,,,44.0,
,,,,40070.4,
,,,,83629.0,
,,,,109000.0,
,,,,44.0,
,,,,117720.0,
,,,,44.0,
,,,,327250.0,
,,,,131.0,
,,,,353430.0,
,,,,131.0,
,,,,10640.0,
,,,,37492.2,
,,,,5344.32,
,,,,203350.0,
,,,,95236.8,
,,,,70476.0,
,,,,35005.33,
,,,,2726.76,
,,,,7574.0,
,,,,10800.0,
,,,,38064.6,
,,,,5425.68,
,,,,206450.0,
,,,,96686.4,
,,,,71544.0,
,,,,35538.5,
,,,,2768.28,
,,,,7689.0,
,,,,77337.6,
,,,,57590.4,
,,,,10800.0,
,,,,38064.6,
,,,,5425.68,
,,,,206450.0,
,,,,96686.4,
,,,,71544.0,
,,,,35538.5,
,,,,2768.28,
,,,,7689.0,
,,,,11232.0,
,,,,38064.6,
,,,,5425.68,
,,,,206450.0,
,,,,96686.4,
,,,,71544.0,
,,,,35538.5,
,,,,2768.28,
,,,,7689.0,
,,,,160281.6,
,,,,162180.0,
,,,,64.0,
,,,,160281.6,
,,,,193372.8,
,,,,55879.2,
,,,,193372.8,
,,,,12486.5,
,,,,12740.0,
,,,,3628.2,
,,,,10738.0,
,,,,3901.2,
,,,,11546.0,
,,,,15432.0,
,,,,15909.6,
,,,,14933.1,
,,,,15394.8,
,,,,2671.2,
,,,,18192.0,
,,,,1075.8,
,,,,1816.4,
,,,,2564.4,
,,,,1551.2,
,,,,5369.4,
,,,,2158.2,
,,,,1080.6,
,,,,6624.0,
,,,,10519.2,
,,,,12666.6,
,,,,22916.0,
,,,,1590.0,
,,,,2671.2,
,,,,18192.0,
,,,,1075.8,
,,,,1816.4,
,,,,2564.4,
,,,,1551.2,
,,,,5369.4,
,,,,2158.2,
,,,,1080.6,
,,,,6624.0,
,,,,10519.2,
,,,,23079.6,
,,,,22916.0,
,,,,1590.0,
,,,,6333.0,
,,,,9444.72,
,,,,719.4,
,,,,3312.0,
,,,,5259.6,
,,,,25338.0,
,,,,4014.0,
,,,,719.4,
,,,,3312.0,
,,,,5259.6,
,,,,25644.0,
,,,,4014.0,
,,,,9444.72,
,,,,9444.72,
,,,,719.4,
,,,,3312.0,
,,,,5259.6,
,,,,21640.35,
,,,,4014.0,
,,,,9444.72,
,,,,719.4,
,,,,3312.0,
,,,,5259.6,
,,,,25338.0,
,,,,4014.0,
,,,,4348.8,
,,,,1613.4,
,,,,3722.64,
,,,,14865.0,
,,,,3444.0,
,,,,5470.2,
,,,,16002.0,
,,,,4483.2,
,,,,1663.2,
,,,,3837.84,
,,,,15325.0,
,,,,3550.8,
,,,,5639.4,
,,,,16497.0,
,,,,2674.54,
,,,,59091.0,
,,,,105627.5,
,,,,59091.0,
,,,,115230.0,
,,,,2920.0,
,,,,3010.0,
,,,,9936.0,
,,,,5317.8,
,,,,5314.08,
,,,,1335.48,
,,,,1551.2,
,,,,9936.0,
,,,,5317.8,
,,,,10257.6,
,,,,1335.48,
,,,,1551.2,
,,,,3542.88,
,,,,3633.0,
,,,,15583.2,
,,,,3672.0,
,,,,15746.4,
,,,,6233.28,
,,,,17147.2,
,,,,6298.56,
,,,,17323.6,
,,,,3672.0,
,,,,15746.4,
,,,,3744.0,
,,,,16065.6,
,,,,48152.5,
,,,,25622.46,
,,,,8660.4,
,,,,48152.5,
,,,,26736.48,
,,,,8660.4,
,,,,101657.04,
,,,,155571.0,
,,,,4500.0,
,,,,101657.04,
,,,,155571.0,
,,,,5625.0,
,,,,101657.04,
,,,,155571.0,
,,,,3937.5,
,,,,101657.04,
,,,,155571.0,
,,,,4500.0,
,,,,4274.98,
,,,,20068.8,
,,,,30068.8,
,,,,19261.0,
,,,,7279.65,
,,,,19261.0,
,,,,18793.0,
,,,,25485.65,
,,,,48861.8,
,,,,28891.5,
,,,,48861.8,
,,,,2016.96,
,,,,79539.0,
,,,,8.84,
,,,,79182.0,
,,,,8.84,
,,,,50910.6,
,,,,69574.1,
,,,,70.0,
,,,,48477.6,
,,,,45.0,
,,,,59832.9,
,,,,29075.0,
,,,,51144.6,
,,,,69890.5,
,,,,70.0,
,,,,48693.6,
,,,,45.0,
,,,,60106.5,
,,,,29205.0,
,,,,16523.64,
,,,,15.0,
,,,,11442.25,
,,,,35645.4,
,,,,15.0,
,,,,5975.5,
,,,,29654.58,
,,,,30954.24,
,,,,16523.64,
,,,,15.0,
,,,,11442.25,
,,,,35645.4,
,,,,15.0,
,,,,5975.5,
,,,,30157.2,
,,,,30954.24,
,,,,34830.0,
,,,,37452.0,
,,,,1442.64,
,,,,5669.0,
,,,,7497.0,
,,,,1590.96,
,,,,6252.0,
,,,,8267.0,
,,,,4464.0,
,,,,4800.0,
,,,,141979.5,
,,,,6829.2,
,,,,4756.0,
,,,,6824.04,
,,,,31819.2,
,,,,13412.0,
,,,,13944.0,
,,,,93780.0,
,,,,14172.0,
,,,,82676.16,
,,,,9448.0,
,,,,656.0,
,,,,158622.0,
,,,,6829.2,
,,,,6824.04,
,,,,31819.2,
,,,,13412.0,
,,,,13944.0,
,,,,93780.0,
,,,,14172.0,
,,,,82676.16,
,,,,9448.0,
,,,,10243.8,
,,,,2228.4,
,,,,29478.6,
,,,,8620.8,
,,,,77928.0,
,,,,8911.2,
,,,,10243.8,
,,,,2228.4,
,,,,29478.6,
,,,,8620.8,
,,,,77928.0,
,,,,656.0,
,,,,3115.05,
,,,,3640.65,
,,,,2316.1,
,,,,10243.8,
,,,,2228.4,
,,,,29478.6,
,,,,8620.8,
,,,,77928.0,
,,,,3115.05,
,,,,4756.0,
,,,,10243.8,
,,,,2228.4,
,,,,29478.6,
,,,,8620.8,
,,,,77928.0,
,,,,3115.05,
,,,,603.9,
,,,,112081.0,
,,,,6829.2,
,,,,6824.04,
,,,,31819.2,
,,,,13412.0,
,,,,13944.0,
,,,,93780.0,
,,,,14172.0,
,,,,82676.16,
,,,,9448.0,
,,,,656.0,
,,,,3640.65,
,,,,141979.5,
,,,,6829.2,
,,,,6824.04,
,,,,31819.2,
,,,,13412.0,
,,,,13944.0,
,,,,93780.0,
,,,,14172.0,
,,,,82676.16,
,,,,9448.0,
,,,,656.0,
,,,,3640.65,
,,,,25954.5,
,,,,2721.6,
,,,,4455.6,
,,,,1649.4,
,,,,4781.28,
,,,,17241.6,
,,,,85836.8,
,,,,41832.0,
,,,,1483.2,
,,,,2228.4,
,,,,2721.6,
,,,,4781.28,
,,,,17241.6,
,,,,85836.8,
,,,,41832.0,
,,,,1483.2,
,,,,2228.4,
,,,,4455.6,
,,,,43589.0,
,,,,1109.0,
,,,,20224.08,
,,,,28551.96,
,,,,1483.2,
,,,,3300.0,
,,,,2228.4,
,,,,6994.8,
,,,,43589.0,
,,,,1109.0,
,,,,20224.08,
,,,,28551.96,
,,,,1483.2,
,,,,6683.4,
,,,,2228.4,
,,,,6994.8,
,,,,1483.2,
,,,,2228.4,
,,,,2721.6,
,,,,6829.2,
,,,,1483.2,
,,,,2228.4,
,,,,4455.6,
,,,,6829.2,
,,,,3640.65,
,,,,25954.5,
,,,,45418.0,
,,,,35543.37,
,,,,6829.2,
,,,,6824.04,
,,,,31819.2,
,,,,13412.0,
,,,,13944.0,
,,,,93780.0,
,,,,14172.0,
,,,,82676.16,
,,,,9448.0,
,,,,656.0,
,,,,3640.65,
,,,,25954.5,
,,,,45418.0,
,,,,62447.0,
,,,,6829.2,
,,,,6824.04,
,,,,31819.2,
,,,,13412.0,
,,,,13944.0,
,,,,93780.0,
,,,,14172.0,
,,,,82676.16,
,,,,9448.0,
,,,,656.0,
,,,,3640.65,
,,,,25954.5,
,,,,45418.0,
,,,,19678.4,
,,,,62447.0,
,,,,6829.2,
,,,,6824.04,
,,,,31819.2,
,,,,13412.0,
,,,,25954.5,
,,,,112081.0,
,,,,6829.2,
,,,,6824.04,
,,,,31819.2,
,,,,13412.0,
,,,,13944.0,
,,,,93780.0,
,,,,14172.0,
,,,,82676.16,
,,,,9448.0,
,,,,13944.0,
,,,,93780.0,
,,,,14172.0,
,,,,82676.16,
,,,,9448.0,
,,,,656.0,
,,,,3640.65,
,,,,656.0,
,,,,6829.2,
,,,,120750.0,
,,,,19287.0,
,,,,85501.5,
,,,,37512.0,
,,,,16738.4,
,,,,7380.6,
,,,,6829.2,
,,,,158622.0,
,,,,19287.0,
,,,,85501.5,
,,,,37512.0,
,,,,16738.4,
,,,,7380.6,
,,,,24151.0,
,,,,5.0,
,,,,40.0,
,,,,296.1,
,,,,1422.8,
,,,,507.6,
,,,,8733.6,
,,,,8911.2,
,,,,100.0,
,,,,3557.0,
,,,,30060.0,
,,,,30873.6,
,,,,36396.0,
,,,,34380.0,
,,,,51564.6,
,,,,14443.0,
,,,,46008.6,
,,,,40590.0,
,,,,102927.0,
,,,,87643.2,
,,,,116041.31,
,,,,600.0,
,,,,41644.8,
,,,,66722.4,
,,,,12658.8,
,,,,30060.0,
,,,,30873.6,
,,,,36396.0,
,,,,34380.0,
,,,,51564.6,
,,,,14443.0,
,,,,46008.6,
,,,,40590.0,
,,,,102927.0,
,,,,87643.2,
,,,,153912.0,
,,,,600.0,
,,,,41644.8,
,,,,66722.4,
,,,,12658.8,
,,,,13132.08,
,,,,29846.4,
,,,,8745.3,
,,,,37218.97,
,,,,107035.5,
,,,,52558.24,
,,,,107035.5,
,,,,91142.4,
,,,,72000.0,
,,,,87435.0,
,,,,39316.0,
,,,,184128.0,
,,,,39714.0,
,,,,185990.4,
,,,,39714.0,
,,,,184128.0,
,,,,39714.0,
,,,,185990.4,
,,,,107035.5,
,,,,91142.4,
,,,,108119.0,
,,,,92064.0,
,,,,55647.52,
,,,,52558.24,
,,,,37218.97,
,,,,107035.5,
,,,,52558.24,
,,,,37218.97,
,,,,30124.25,
,,,,39714.0,
,,,,39714.0,
,,,,184128.0,
,,,,39316.0,
,,,,184128.0,
,,,,105803.78,
,,,,236023.81,
,,,,236023.81,
,,,,366243.84,
,,,,18112.0,
,,,,19475.0,
,,,,5301.0,
,,,,543.36,
,,,,5700.0,
,,,,584.25,
,,,,15089.88,
,,,,25837.2,
,,,,20712.0,
,,,,25748.0,
,,,,8190.0,
,,,,5699.16,
,,,,7030.8,
,,,,4582.8,
,,,,48.0,
,,,,12781.8,
,,,,83.0,
,,,,15089.88,
,,,,25837.2,
,,,,20712.0,
,,,,25748.0,
,,,,8190.0,
,,,,56991.6,
,,,,7030.8,
,,,,4582.8,
,,,,48.0,
,,,,12781.8,
,,,,83.0,
,,,,43200.0,
,,,,60000.0,
,,,,23200.0,
,,,,35200.0,
,,,,2687.3,
,,,,22400.0,
,,,,23200.0,
,,,,34936.2,
,,,,5.44,
,,,,39012.4,
,,,,5.44,
,,,,6900.0,
,,,,7500.0,
,,,,7920.0,
,,,,11050.2,
,,,,650.0,
,,,,10.0,
,,,,28432.0,
,,,,22170.0,
,,,,40.0,
,,,,8156.0,
,,,,11050.2,
,,,,650.0,
,,,,10.0,
,,,,28432.0,
,,,,22170.0,
,,,,40.0,
,,,,8910.0,
,,,,12150.0,
,,,,6600.0,
,,,,6900.0,
,,,,9792.0,
,,,,24000.0,
,,,,9792.0,
,,,,25600.0,
,,,,33327.6,
,,,,35835.6,
,,,,5120.0,
,,,,28551.96,
,,,,21033.0,
,,,,131976.0,
,,,,1705.2,
,,,,26478.5,
,,,,40505.28,
,,,,716.0,
,,,,13004.0,
,,,,3586.56,
,,,,14500.0,
,,,,44633.6,
,,,,25976.0,
,,,,25976.0,
,,,,10028.5,
,,,,5120.0,
,,,,28551.96,
,,,,21033.0,
,,,,131976.0,
,,,,2317.2,
,,,,26478.5,
,,,,40505.28,
,,,,716.0,
,,,,13004.0,
,,,,3586.56,
,,,,14500.0,
,,,,44633.6,
,,,,25976.0,
,,,,25976.0,
,,,,10028.5,
,,,,3160.0,
,,,,15800.0,
,,,,10431.6,
,,,,2537.6,
,,,,6.0,
,,,,20862.4,
,,,,32994.0,
,,,,17763.9,
,,,,10431.6,
,,,,20862.4,
,,,,10431.6,
,,,,1240.92,
,,,,1654.56,
,,,,99414.98,
,,,,38238.0,
,,,,9530.88,
,,,,100250.4,
,,,,38238.0,
,,,,9928.0,
,,,,1.98,
,,,,1.98,
,,,,91060.78,
,,,,38238.0,
,,,,9530.88,
,,,,1.98,
,,,,1.98,
,,,,99414.98,
,,,,38238.0,
,,,,9530.88,
,,,,1.98,
,,,,1.98,
,,,,80305.04,
,,,,300.0,
,,,,80844.0,
,,,,300.0,
,,,,1.96,
,,,,13400.0,
,,,,5800.0,
,,,,20100.0,
,,,,5800.0,
,,,,31200.0,
,,,,33800.0,
,,,,40.0,
,,,,0.0,
,,,,3750.0,
,,,,72228.0,
,,,,2662.92,
,,,,80.0,
,,,,72228.0,
,,,,2662.92,
,,,,2930.4,
,,,,3016.0,
,,,,28355.1,
,,,,13000.0,
,,,,32760.0,
,,,,13000.0,
,,,,98649.6,
,,,,100584.0,
,,,,8568.0,
,,,,7812.0,
,,,,8400.0,
,,,,8206.8,
,,,,5312.0,
,,,,5600.0,
,,,,8824.8,
,,,,14280.0,
,,,,5600.0,
,,,,73641.6,
,,,,10738.0,
,,,,79185.6,
,,,,11546.0,
,,,,5336.9,
,,,,86073.72,
,,,,1432.0,
,,,,8272.8,
,,,,13004.0,
,,,,73894.4,
,,,,8966.4,
,,,,43500.0,
,,,,44633.6,
,,,,2306.4,
,,,,19475.0,
,,,,39136.0,
,,,,771.6,
,,,,11586.0,
,,,,3550.8,
,,,,5639.4,
,,,,32994.0,
,,,,1918.92,
,,,,998.1,
,,,,2863.68,
,,,,20620.86,
,,,,15190.5,
,,,,15964.0,
,,,,1115.4,
,,,,8280.0,
,,,,660.0,
,,,,27360.0,
,,,,56640.0,
,,,,3586.8,
,,,,5336.9,
,,,,86073.72,
,,,,1432.0,
,,,,8272.8,
,,,,13004.0,
,,,,73894.4,
,,,,8966.4,
,,,,5639.4,
,,,,32994.0,
,,,,1918.92,
,,,,998.1,
,,,,43500.0,
,,,,44633.6,
,,,,2306.4,
,,,,19475.0,
,,,,39136.0,
,,,,771.6,
,,,,11586.0,
,,,,3550.8,
,,,,2863.68,
,,,,20620.86,
,,,,15190.5,
,,,,15964.0,
,,,,1115.4,
,,,,8280.0,
,,,,58080.0,
,,,,27360.0,
,,,,56640.0,
,,,,3586.8,
,,,,4315.0,
,,,,21945.6,
,,,,8248.5,
,,,,5842.5,
,,,,6994.8,
,,,,8630.0,
,,,,26009.6,
,,,,8248.5,
,,,,5842.5,
,,,,6994.8,
,,,,22800.0,
,,,,53200.0,
,,,,5336.9,
,,,,86073.72,
,,,,1432.0,
,,,,8272.8,
,,,,13004.0,
,,,,73894.4,
,,,,8966.4,
,,,,43500.0,
,,,,44633.6,
,,,,2306.4,
,,,,19475.0,
,,,,39136.0,
,,,,771.6,
,,,,9546.0,
,,,,3550.8,
,,,,5639.4,
,,,,32994.0,
,,,,1918.92,
,,,,998.1,
,,,,2863.68,
,,,,20620.86,
,,,,15190.5,
,,,,15964.0,
,,,,1115.4,
,,,,8280.0,
,,,,660.0,
,,,,27360.0,
,,,,56640.0,
,,,,3586.8,
,,,,5336.9,
,,,,86073.72,
,,,,1432.0,
,,,,8272.8,
,,,,13004.0,
,,,,73894.4,
,,,,8966.4,
,,,,43500.0,
,,,,44633.6,
,,,,2306.4,
,,,,19475.0,
,,,,39136.0,
,,,,771.6,
,,,,11586.0,
,,,,3550.8,
,,,,5639.4,
,,,,32994.0,
,,,,1918.92,
,,,,998.1,
,,,,2863.68,
,,,,20620.86,
,,,,15190.5,
,,,,15964.0,
,,,,1115.4,
,,,,8280.0,
,,,,660.0,
,,,,27360.0,
,,,,56640.0,
,,,,3586.8,
,,,,8206.8,
,,,,5312.0,
,,,,5208.0,
,,,,7968.0,
,,,,8206.8,
,,,,5312.0,
,,,,5600.0,
,,,,8568.0,
,,,,43500.0,
,,,,2863.68,
,,,,5639.4,
,,,,16293.0,
,,,,43500.0,
,,,,2863.68,
,,,,5639.4,
,,,,16497.0,
,,,,43500.0,
,,,,2863.68,
,,,,5639.4,
,,,,10499.2,
,,,,43500.0,
,,,,2863.68,
,,,,5639.4,
,,,,16293.0,
,,,,5249.4,
,,,,1498.0,
,,,,2682.0,
,,,,1529.0,
,,,,2736.0,
,,,,10841.4,
,,,,23857.2,
,,,,3898.2,
,,,,18381.0,
,,,,4224.6,
,,,,40590.0,
,,,,41644.8,
,,,,51822.0,
,,,,200.0,
,,,,12167.4,
,,,,23857.2,
,,,,3898.2,
,,,,18381.0,
,,,,4224.6,
,,,,40590.0,
,,,,41644.8,
,,,,51822.0,
,,,,200.0,
,,,,10841.4,
,,,,23618.4,
,,,,3898.2,
,,,,18198.0,
,,,,4224.6,
,,,,40590.0,
,,,,41644.8,
,,,,51304.0,
,,,,200.0,
,,,,10841.4,
,,,,23857.2,
,,,,3898.2,
,,,,18381.0,
,,,,4224.6,
,,,,40590.0,
,,,,41644.8,
,,,,51822.0,
,,,,200.0,
,,,,33725.0,
,,,,34200.0,
,,,,713.0,
,,,,744.0,
,,,,15000.0,
,,,,11520.0,
,,,,8100.0,
,,,,11440.0,
,,,,15000.0,
,,,,520.0,
,,,,1.0,
,,,,11520.0,
,,,,8100.0,
,,,,24960.0,
,,,,11520.0,
,,,,7290.0,
,,,,6240.0,
,,,,520.0,
,,,,15000.0,
,,,,11520.0,
,,,,8100.0,
,,,,11440.0,
,,,,520.0,
,,,,15000.0,
,,,,496.0,
,,,,1.0,
,,,,713.0,
,,,,1.0,
,,,,9800.0,
,,,,12000.0,
,,,,9800.0,
,,,,15000.0,
,,,,7.0,
,,,,200.0,
,,,,30.0,
,,,,1600.0,
,,,,32340.0,
,,,,34300.0,
,,,,5336.9,
,,,,86073.72,
,,,,1432.0,
,,,,8272.8,
,,,,13004.0,
,,,,38101.8,
,,,,8966.4,
,,,,43500.0,
,,,,44633.6,
,,,,2306.4,
,,,,19475.0,
,,,,39136.0,
,,,,771.6,
,,,,9546.0,
,,,,3550.8,
,,,,5639.4,
,,,,32994.0,
,,,,1918.92,
,,,,998.1,
,,,,2863.68,
,,,,20620.86,
,,,,15190.5,
,,,,15964.0,
,,,,1115.4,
,,,,8280.0,
,,,,660.0,
,,,,27360.0,
,,,,56640.0,
,,,,3586.8,
,,,,5336.9,
,,,,86073.72,
,,,,1432.0,
,,,,8272.8,
,,,,13004.0,
,,,,73894.4,
,,,,8966.4,
,,,,43500.0,
,,,,44633.6,
,,,,2306.4,
,,,,19475.0,
,,,,39136.0,
,,,,771.6,
,,,,9546.0,
,,,,3550.8,
,,,,5639.4,
,,,,32994.0,
,,,,1918.92,
,,,,998.1,
,,,,2863.68,
,,,,20620.86,
,,,,15190.5,
,,,,15964.0,
,,,,1115.4,
,,,,8280.0,
,,,,660.0,
,,,,27360.0,
,,,,56640.0,
,,,,7859.6,
,,,,3586.8,
,,,,42193.0,
,,,,25821.6,
,,,,36947.2,
,,,,13004.0,
,,,,12034.2,
,,,,2306.4,
,,,,50631.6,
,,,,25821.6,
,,,,36947.2,
,,,,13004.0,
,,,,12034.2,
,,,,2306.4,
,,,,31416.0,
,,,,7700.0,
,,,,50.0,
,,,,31416.0,
,,,,22400.0,
,,,,50.0,
,,,,3971.16,
,,,,17649.6,
,,,,7030.0,
,,,,33343.6,
,,,,13690.95,
,,,,12740.07,
,,,,26658.0,
,,,,4800.0,
,,,,4180.0,
,,,,4800.0,
,,,,11400.0,
,,,,11278.8,
,,,,3550.8,
,,,,1793.4,
,,,,21750.0,
,,,,3487.0,
,,,,53600.0,
,,,,11278.8,
,,,,3550.8,
,,,,1793.4,
,,,,21750.0,
,,,,34870.0,
,,,,53600.0,
,,,,5396.8,
,,,,25462.8,
,,,,33222.4,
,,,,19808.52,
,,,,85485.6,
,,,,360.0,
,,,,297113.6,
,,,,5726.4,
,,,,27019.08,
,,,,35252.4,
,,,,21020.16,
,,,,90718.4,
,,,,349.2,
,,,,315257.6,
,,,,26984.8,
,,,,95.0,
,,,,106112.0,
,,,,26197.2,
,,,,120.0,
,,,,6544.8,
,,,,21822.0,
,,,,16115.4,
,,,,5423.04,
,,,,8092.08,
,,,,28635.75,
,,,,95.0,
,,,,112592.0,
,,,,27800.8,
,,,,120.0,
,,,,6939.0,
,,,,23166.0,
,,,,17092.8,
,,,,5755.32,
,,,,8588.16,
,,,,21.34,
,,,,10841.4,
,,,,14958.32,
,,,,3898.2,
,,,,18198.0,
,,,,4224.6,
,,,,40590.0,
,,,,41644.8,
,,,,51304.0,
,,,,200.0,
,,,,10841.4,
,,,,23618.4,
,,,,3898.2,
,,,,18198.0,
,,,,4224.6,
,,,,40590.0,
,,,,41644.8,
,,,,51304.0,
,,,,200.0,
,,,,9095.0,
,,,,9185.0,
,,,,33775.41,
,,,,9.0,
,,,,2.5,
,,,,103826.07,
,,,,5970.6,
,,,,2631.72,
,,,,3550.2,
,,,,0.68,
,,,,33775.41,
,,,,9.0,
,,,,2.5,
,,,,111314.5,
,,,,5970.6,
,,,,2631.72,
,,,,3550.2,
,,,,0.68,
,,,,33775.41,
,,,,9.0,
,,,,2.5,
,,,,83185.2,
,,,,5970.6,
